,1246573330,318,1
7131,1246609526,333484,11
7132,1246570758,333569,11
7133,1246635017,333633,11
7134,1246567243,333690,11
7135,1246564013,333807,11
7136,1246571376,333842,11
7137,1246599535,333928,11
7138,1246609252,333984,11
7139,1246562491,334098,11
7140,1246601859,334152,11
7141,1246565411,334279,11
7142,1246600587,334407,11
7143,1246605017,334699,11
7144,1246593042,334798,11
7145,1246561824,334983,11
7146,1246590165,334998,11
7147,1246599358,335289,11
7148,1246550748,335404,11
7149,1246566070,335631,11
7150,1246603613,335697,11
7151,1246584465,335807,11
7152,1246572799,335909,11
7153,1246747688,336141,11
7154,1246568809,1026,12
7155,1246579479,2403,12
7156,1246564082,3830,12
7157,1246631016,4611,12
7158,1246549790,4868,12
7159,1246583044,5220,12
7160,1246550156,8818,12
7161,1246549440,9386,12
7162,1246549696,10223,12
7163,1246564113,11721,12
7164,1246566388,12701,12
7165,1246556858,12988,12
7166,1246560298,13360,12
7167,1246559665,14211,12
7168,1246576089,15197,12
7169,1246566201,15947,12
7170,1246565730,16047,12
7171,1246562961,16255,12
7172,1246564714,16697,12
7173,1246681083,17364,12
7174,1246551312,17483,12
7175,1246551864,17855,12
7176,1246650212,20413,12
7177,1246554032,20936,12
7178,1246558485,21557,12
7179,1246565609,22322,12
7180,1246565078,27143,12
7181,1246626398,27241,12
7182,1246557511,29255,12
7183,1246592328,31957,12
7184,1246548475,32332,12
7185,1246561170,34231,12
7186,1246574741,37695,12
7187,1246793292,38257,12
7188,1246564195,38519,12
7189,1246553539,42086,12
7190,1246565390,45567,12
7191,1246596408,46110,12
7192,1246578098,48180,12
7193,1246570097,49233,12
7194,1246550985,49882,12
7195,1246601121,50354,12
7196,1246552947,50823,12
7197,1246564231,51558,12
7198,1246563224,52284,12
7199,1246568300,54876,12
7200,1246567444,55063,12
7201,1246599036,56497,12
7202,1246554888,57322,12
7203,1246563166,57587,12
7204,1246587527,59317,12
7205,1246563862,60073,12
7206,1246550303,62336,12
7207,1246563053,65398,12
7208,1246564968,65609,12
7209,1246562744,67461,12
7210,1246566332,67573,12
7211,1246565907,67976,12
7212,1246562795,67991,12
7213,1246761215,69240,12
7214,1246566762,69917,12
7215,1246571230,69994,12
7216,1246564771,70407,12
7217,1246607838,71107,12
7218,1246552287,71535,12
7219,1246552348,72634,12
7220,1246552469,72651,12
7221,1246568026,74619,12
7222,1246551564,75716,12
7223,1246563361,75729,12
7224,1246555795,77722,12
7225,1246554872,77849,12
7226,1246550423,77863,12
7227,1246568006,78544,12
7228,1246630966,78637,12
7229,1246564095,79305,12
7230,1246564251,79728,12
7231,1246672465,85087,12
7232,1246565982,86523,12
7233,1246563516,87352,12
7234,1246568828,87468,12
7235,1246563846,90015,12
7236,1246558430,90455,12
7237,1246550383,90782,12
7238,1246565286,92675,12
7239,1246654728,93316,12
7240,1246625683,93657,12
7241,1246551199,93874,12
7242,1246575422,95610,12
7243,1246589631,97499,12
7244,1246574466,99121,12
7245,1246565428,99161,12
7246,1246557553,103354,12
7247,1246567010,103899,12
7248,1246567599,103912,12
7249,1246600509,104735,12
7250,1246571000,104815,12
7251,1246563258,107201,12
7252,1246598523,109792,12
7253,1246584518,110226,12
7254,1246564881,110428,12
7255,1246590426,110772,12
7256,1246586269,111290,12
7257,1246565325,112099,12
7258,1246548698,114229,12
7259,1246548787,117311,12
7260,1246555003,117717,12
7261,1246643692,117830,12
7262,1246566358,121990,12
7263,1246569028,122765,12
7264,1246705083,126245,12
7265,1246567987,127011,12
7266,1246564411,127808,12
7267,1246583077,128112,12
7268,1246555460,128200,12
7269,1246554721,128512,12
7270,1246573241,128649,12
7271,1246599662,129317,12
7272,1246574586,129374,12
7273,1246553091,129511,12
7274,1246593568,129964,12
7275,1246556226,130348,12
7276,1246602107,130593,12
7277,1246582688,132201,12
7278,1246604462,132348,12
7279,1246559930,133867,12
7280,1246621916,138945,12
7281,1246563978,139486,12
7282,1246564396,139770,12
7283,1246568385,140281,12
7284,1246568378,143399,12
7285,1246563515,145903,12
7286,1246569398,146747,12
7287,1246559981,147725,12
7288,1246554533,147797,12
7289,1246585692,150899,12
7290,1246550193,151685,12
7291,1246609867,151716,12
7292,1246564323,151805,12
7293,1246548497,152331,12
7294,1246549268,152371,12
7295,1246589966,152802,12
7296,1246557803,153393,12
7297,1246552424,153692,12
7298,1246551652,153806,12
7299,1246550143,154558,12
7300,1246567869,155130,12
7301,1246564766,156045,12
7302,1246573227,156708,12
7303,1246567916,157823,12
7304,1246577316,160930,12
7305,1246567488,161106,12
7306,1246556977,161191,12
7307,1246551941,161333,12
7308,1246568497,161706,12
7309,1246549259,162196,12
7310,1246572968,166895,12
7311,1246549993,167649,12
7312,1246609968,168546,12
7313,1246647632,170464,12
7314,1246563762,171541,12
7315,1246585858,173725,12
7316,1246565603,173739,12
7317,1246551603,176328,12
7318,1246550256,178781,12
7319,1246550185,182036,12
7320,1246548461,187459,12
7321,1246577583,187806,12
7322,1246581658,189657,12
7323,1246588184,189936,12
7324,1246560317,192992,12
7325,1246554925,193821,12
7326,1246567717,193870,12
7327,1246562628,194945,12
7328,1246569403,195224,12
7329,1246571879,196031,12
7330,1246565045,196286,12
7331,1246585439,197403,12
7332,1246554694,197766,12
7333,1246579532,199364,12
7334,1246554043,199941,12
7335,1246562617,200313,12
7336,1246550358,201274,12
7337,1246553340,201926,12
7338,1246562716,202723,12
7339,1246563219,204517,12
7340,1246575543,205725,12
7341,1246567964,205747,12
7342,1246571752,206559,12
7343,1246551101,207752,12
7344,1246587135,208716,12
7345,1246563493,208779,12
7346,1246558753,211827,12
7347,1246571466,212144,12
7348,1246585505,212382,12
7349,1246563430,212449,12
7350,1246564341,212863,12
7351,1246564625,213651,12
7352,1246548826,214434,12
7353,1246565857,215010,12
7354,1246552236,215493,12
7355,1246566005,217936,12
7356,1246617077,219516,12
7357,1246577068,219836,12
7358,1246567760,220371,12
7359,1246651123,223256,12
7360,1246563498,224299,12
7361,1246595180,224933,12
7362,1246563682,225389,12
7363,1246563580,226376,12
7364,1246593111,230344,12
7365,1246563142,233093,12
7366,1246558900,233095,12
7367,1246565610,234677,12
7368,1246582524,235403,12
7369,1246551402,235564,12
7370,1246576768,235770,12
7371,1246560587,237142,12
7372,1246557225,239275,12
7373,1246564273,240851,12
7374,1246565363,241441,12
7375,1246596917,242159,12
7376,1246556340,242230,12
7377,1246567211,243332,12
7378,1246553571,246132,12
7379,1246567416,246411,12
7380,1246571869,247381,12
7381,1246570674,247785,12
7382,1246566027,248197,12
7383,1246551823,250189,12
7384,1246658701,252279,12
7385,1246565731,254347,12
7386,1246609240,254626,12
7387,1246577173,255693,12
7388,1246564110,256607,12
7389,1246563764,257206,12
7390,1246563374,257331,12
7391,1246562670,257465,12
7392,1246554235,257558,12
7393,1246572423,258148,12
7394,1246562460,258228,12
7395,1246564276,261303,12
7396,1246569059,262445,12
7397,1246574074,263215,12
7398,1246568819,264488,12
7399,1246759451,265428,12
7400,1246571536,265884,12
7401,1246594147,266034,12
7402,1246559211,267754,12
7403,1246588007,268302,12
7404,1246555155,268840,12
7405,1246564402,269614,12
7406,1246642302,269877,12
7407,1246549394,270415,12
7408,1246593201,270452,12
7409,1246569802,271459,12
7410,1246555297,273761,12
7411,1246568111,275602,12
7412,1246570042,276214,12
7413,1246557700,281734,12
7414,1246579736,285286,12
7415,1246619260,285327,12
7416,1246552339,286870,12
7417,1246555586,291369,12
7418,1246549373,291970,12
7419,1246571813,292663,12
7420,1246575335,293094,12
7421,1246592158,294076,12
7422,1246550462,295716,12
7423,1246565887,296077,12
7424,1246567750,297399,12
7425,1246563931,298705,12
7426,1246548164,300562,12
7427,1246588429,300920,12
7428,1246570714,300972,12
7429,1246562681,302110,12
7430,1246554582,305182,12
7431,1246567073,306195,12
7432,1246591548,306757,12
7433,1246550353,307201,12
7434,1246578908,307587,12
7435,1246564851,307975,12
7436,1246566947,310354,12
7437,1246563945,311451,12
7438,1246565767,311723,12
7439,1246581747,313667,12
7440,1246562961,314628,12
7441,1246566012,319243,12
7442,1246555630,319770,12
7443,1246615817,321666,12
7444,1246554655,321735,12
7445,1246567109,323643,12
7446,1246550284,323695,12
7447,1246563956,324368,12
7448,1246555342,324632,12
7449,1246601715,325011,12
7450,1246556551,326891,12
7451,1246552598,327205,12
7452,1246552252,330082,12
7453,1246563971,330732,12
7454,1246550347,331563,12
7455,1246674471,331661,12
7456,1246566245,332291,12
7457,1246549485,333807,12
7458,1246564536,334520,12
7459,1246553049,334986,12
7460,1246548118,335404,12
7461,1246571509,2744,13
7462,1246631003,4611,13
7463,1246549872,4868,13
7464,1246575866,6389,13
7465,1246559169,9365,13
7466,1246548771,9386,13
7467,1246592301,9994,13
7468,1246549347,10223,13
7469,1246565949,12701,13
7470,1246576360,13114,13
7471,1246576459,15197,13
7472,1246585823,15241,13
7473,1246552383,17483,13
7474,1246649982,20413,13
7475,1246657544,21291,13
7476,1246611637,21718,13
7477,1246565591,22322,13
7478,1246574278,23276,13
7479,1246590260,26158,13
7480,1246566497,27244,13
7481,1246583312,28425,13
7482,1246571192,30036,13
7483,1246570695,34529,13
7484,1246568184,35944,13
7485,1246598800,37505,13
7486,1246577694,38479,13
7487,1246565626,39414,13
7488,1246566427,45241,13
7489,1246581844,46201,13
7490,1246568284,49328,13
7491,1246554212,49939,13
7492,1246600981,50354,13
7493,1246567361,55063,13
7494,1246586709,56365,13
7495,1246565637,56820,13
7496,1246548094,57311,13
7497,1246546720,57322,13
7498,1246582436,59477,13
7499,1246571141,61095,13
7500,1246568051,64111,13
7501,1246548090,65398,13
7502,1246547084,66099,13
7503,1246568586,66534,13
7504,1246618217,66962,13
7505,1246571467,67573,13
7506,1246607745,71107,13
7507,1246567776,71355,13
7508,1246551723,71535,13
7509,1246565653,76903,13
7510,1246557167,77722,13
7511,1246569557,77821,13
7512,1246554842,77849,13
7513,1246683609,78443,13
7514,1246588343,80640,13
7515,1246573453,81357,13
7516,1246569283,82720,13
7517,1246570982,86276,13
7518,1246577897,87336,13
7519,1246546535,87778,13
7520,1246558419,90455,13
7521,1246648608,91075,13
7522,1246567808,92661,13
7523,1246655472,93316,13
7524,1246569463,95845,13
7525,1246564701,99994,13
7526,1246566243,101680,13
7527,1246596470,101840,13
7528,1246572970,102431,13
7529,1246569899,103139,13
7530,1246600466,104735,13
7531,1246547888,109373,13
7532,1246635299,109749,13
7533,1246598492,109792,13
7534,1246582001,110226,13
7535,1246599049,111858,13
7536,1246567461,113217,13
7537,1246598182,113321,13
7538,1246563939,114675,13
7539,1246585327,115291,13
7540,1246547518,117311,13
7541,1246570108,117827,13
7542,1246551413,120100,13
7543,1246586698,124965,13
7544,1246555925,125467,13
7545,1246596543,125841,13
7546,1246705000,126245,13
7547,1246550520,126559,13
7548,1246574608,126623,13
7549,1246560198,127071,13
7550,1246583085,128112,13
7551,1246555483,128200,13
7552,1246547535,128512,13
7553,1246556095,130348,13
7554,1246547222,130838,13
7555,1246554797,132423,13
7556,1246557781,132627,13
7557,1246554758,133093,13
7558,1246567730,133378,13
7559,1246566146,134138,13
7560,1246550338,136953,13
7561,1246569353,136988,13
7562,1246621886,138945,13
7563,1246568311,140281,13
7564,1246568337,143399,13
7565,1246551149,144354,13
7566,1246583678,149754,13
7567,1246569638,150201,13
7568,1246552749,151685,13
7569,1246557762,153393,13
7570,1246550510,154558,13
7571,1246569771,155620,13
7572,1246573210,156708,13
7573,1246587321,158021,13
7574,1246546723,161106,13
7575,1246568886,161153,13
7576,1246553859,161333,13
7577,1246568078,162187,13
7578,1246566181,162595,13
7579,1246565636,163175,13
7580,1246611634,167649,13
7581,1246583473,169663,13
7582,1246551444,169665,13
7583,1246568059,174856,13
7584,1246550177,180370,13
7585,1246565689,182883,13
7586,1246583724,183142,13
7587,1246580951,185903,13
7588,1246575625,188791,13
7589,1246554950,193821,13
7590,1246566819,194102,13
7591,1246569743,195224,13
7592,1246562456,195228,13
7593,1246600130,196286,13
7594,1246554687,197766,13
7595,1246557858,203204,13
7596,1246548249,207752,13
7597,1246559515,209740,13
7598,1246571569,210949,13
7599,1246571478,212144,13
7600,1246547427,212449,13
7601,1246570243,213308,13
7602,1246569352,213991,13
7603,1246565850,215010,13
7604,1246567616,216380,13
7605,1246598847,216738,13
7606,1246567280,216984,13
7607,1246565988,217936,13
7608,1246615507,219516,13
7609,1246567719,220371,13
7610,1246571002,221147,13
7611,1246574766,221211,13
7612,1246661473,221270,13
7613,1246593731,223927,13
7614,1246682569,225148,13
7615,1246614657,229153,13
7616,1246573794,229805,13
7617,1246569908,234142,13
7618,1246580656,234167,13
7619,1246551438,235564,13
7620,1246565606,236019,13
7621,1246557245,239275,13
7622,1246560518,241430,13
7623,1246555842,242230,13
7624,1246553628,246132,13
7625,1246573752,248283,13
7626,1246574361,248847,13
7627,1246560363,250189,13
7628,1246578026,251084,13
7629,1246566804,252488,13
7630,1246572077,253499,13
7631,1246565716,254347,13
7632,1246569548,257130,13
7633,1246649660,263288,13
7634,1246582626,264135,13
7635,1246568803,264488,13
7636,1246565020,265574,13
7637,1246571490,265884,13
7638,1246556176,268840,13
7639,1246589011,269430,13
7640,1246566700,270905,13
7641,1246574987,271459,13
7642,1246601921,271515,13
7643,1246569688,275718,13
7644,1246604329,275769,13
7645,1246547827,279519,13
7646,1246565848,280678,13
7647,1246546786,281622,13
7648,1246565849,287041,13
7649,1246569426,289879,13
7650,1246566175,291381,13
7651,1246549446,291970,13
7652,1246568589,292419,13
7653,1246589672,296989,13
7654,1246593118,297849,13
7655,1246567123,299329,13
7656,1246546747,300562,13
7657,1246546843,300630,13
7658,1246570783,300972,13
7659,1246555539,302110,13
7660,1246547465,302488,13
7661,1246550317,307201,13
7662,1246572105,307757,13
7663,1246571279,309715,13
7664,1246566926,310354,13
7665,1246575681,310650,13
7666,1246565741,311723,13
7667,1246566524,312497,13
7668,1246553081,314334,13
7669,1246566397,314628,13
7670,1246639028,318993,13
7671,1246572009,319399,13
7672,1246567096,323643,13
7673,1246546728,323695,13
7674,1246591964,324262,13
7675,1246583923,324470,13
7676,1246555088,324632,13
7677,1246553690,326891,13
7678,1246552287,330082,13
7679,1246563995,330732,13
7680,1246571951,730,14
7681,1246571752,736,14
7682,1246567675,783,14
7683,1246594914,1303,14
7684,1246644165,1363,14
7685,1246569412,1599,14
7686,1246612214,1750,14
7687,1246585432,3240,14
7688,1246574299,3259,14
7689,1246607767,3306,14
7690,1246575980,4362,14
7691,1246571368,4952,14
7692,1246584685,5333,14
7693,1246568502,5372,14
7694,1246571484,5586,14
7695,1246569544,5862,14
7696,1246571196,5975,14
7697,1246600142,6236,14
7698,1246614803,6648,14
7699,1246582583,6935,14
7700,1246596058,7041,14
7701,1246609737,7640,14
7702,1246582928,7689,14
7703,1246584869,8217,14
7704,1246566547,8260,14
7705,1246567534,8522,14
7706,1246610064,9538,14
7707,1246673735,9771,14
7708,1246592628,9994,14
7709,1246606641,10678,14
7710,1246571287,10740,14
7711,1246579281,12539,14
7712,1246568758,12661,14
7713,1246567428,12692,14
7714,1246566645,12919,14
7715,1246576466,15197,14
7716,1246585819,15241,14
7717,1246603929,15658,14
7718,1246567446,15804,14
7719,1246570826,16047,14
7720,1246562835,16138,14
7721,1246604509,16255,14
7722,1246572622,16339,14
7723,1246572530,17171,14
7724,1246580224,17274,14
7725,1246567939,18494,14
7726,1246566416,18563,14
7727,1246572635,19245,14
7728,1246649953,20413,14
7729,1246554201,20936,14
7730,1246648597,21194,14
7731,1246565174,21886,14
7732,1246601187,22474,14
7733,1246567724,22877,14
7734,1246574270,23276,14
7735,1246570938,23560,14
7736,1246567289,23624,14
7737,1246585253,23909,14
7738,1246616695,24019,14
7739,1246572331,24481,14
7740,1246618947,24757,14
7741,1246623900,25007,14
7742,1246571950,25042,14
7743,1246567245,25625,14
7744,1246606598,27681,14
7745,1246608462,27790,14
7746,1246642004,28886,14
7747,1246667443,29391,14
7748,1246571303,30036,14
7749,1246574005,30539,14
7750,1246566472,30917,14
7751,1246594556,31343,14
7752,1246575303,31529,14
7753,1246616865,32356,14
7754,1246545337,32600,14
7755,1246573078,33033,14
7756,1246610770,33490,14
7757,1246545456,33633,14
7758,1246586665,33912,14
7759,1246611613,33945,14
7760,1246609354,34277,14
7761,1246552278,34608,14
7762,1246567294,35052,14
7763,1246608430,35436,14
7764,1246563547,35478,14
7765,1246568953,35938,14
7766,1246568175,35944,14
7767,1246590507,36128,14
7768,1246573865,36210,14
7769,1246587748,36380,14
7770,1246569732,36606,14
7771,1246574747,37267,14
7772,1246637632,37385,14
7773,1246629447,38018,14
7774,1246577691,38479,14
7775,1246567263,38519,14
7776,1246567192,38690,14
7777,1246572377,38844,14
7778,1246637004,39568,14
7779,1246573369,39576,14
7780,1246586158,39604,14
7781,1246571429,39726,14
7782,1246567968,40087,14
7783,1246597607,40237,14
7784,1246572163,40372,14
7785,1246653945,40392,14
7786,1246607127,40514,14
7787,1246573036,40556,14
7788,1246572987,40715,14
7789,1246578034,40745,14
7790,1246566376,42198,14
7791,1246610420,42386,14
7792,1246568517,43241,14
7793,1246568054,44100,14
7794,1246569753,44144,14
7795,1246584254,44198,14
7796,1246611706,44525,14
7797,1246568167,44950,14
7798,1246573654,45042,14
7799,1246569291,45160,14
7800,1246566542,45241,14
7801,1246592287,46267,14
7802,1246582744,46665,14
7803,1246567202,47128,14
7804,1246578997,48876,14
7805,1246643888,49203,14
7806,1246547547,49951,14
7807,1246568047,50221,14
7808,1246562877,50541,14
7809,1246567453,50650,14
7810,1246620022,50700,14
7811,1246580782,50743,14
7812,1246600025,50919,14
7813,1246605296,51293,14
7814,1246567194,51408,14
7815,1246575918,51900,14
7816,1246567254,52383,14
7817,1246551275,52409,14
7818,1246608479,52784,14
7819,1246597415,53353,14
7820,1246609087,53710,14
7821,1246571577,53747,14
7822,1246562171,53851,14
7823,1246571594,53941,14
7824,1246599512,54526,14
7825,1246608088,54959,14
7826,1246574928,54966,14
7827,1246573647,54970,14
7828,1246567220,55063,14
7829,1246575696,55943,14
7830,1246567744,56466,14
7831,1246690265,56497,14
7832,1246555427,56769,14
7833,1246606717,57016,14
7834,1246570506,57268,14
7835,1246572970,57322,14
7836,1246577158,57840,14
7837,1246566366,58402,14
7838,1246669598,58806,14
7839,1246568150,59154,14
7840,1246566666,59303,14
7841,1246608368,59381,14
7842,1246569847,59553,14
7843,1246577355,59733,14
7844,1246703257,60650,14
7845,1246582734,60940,14
7846,1246615289,61148,14
7847,1246568926,61355,14
7848,1246568495,61454,14
7849,1246675576,62133,14
7850,1246546381,62302,14
7851,1246592266,62336,14
7852,1246566405,62418,14
7853,1246577184,63417,14
7854,1246599262,63616,14
7855,1246608321,64267,14
7856,1246574856,64480,14
7857,1246568202,64605,14
7858,1246576074,64838,14
7859,1246571428,65312,14
7860,1246670948,65376,14
7861,1246589374,65639,14
7862,1246568351,65725,14
7863,1246572287,65859,14
7864,1246640588,66130,14
7865,1246572353,67972,14
7866,1246568371,68605,14
7867,1246726101,68636,14
7868,1246761186,69240,14
7869,1246570520,69307,14
7870,1246570895,69746,14
7871,1246587890,70026,14
7872,1246566692,70461,14
7873,1246567616,70725,14
7874,1246608930,71835,14
7875,1246571705,72189,14
7876,1246569497,72230,14
7877,1246563517,72263,14
7878,1246569002,72540,14
7879,1246611306,72718,14
7880,1246589479,73133,14
7881,1246604406,73162,14
7882,1246573241,73938,14
7883,1246567329,74619,14
7884,1246566220,74758,14
7885,1246578355,75130,14
7886,1246567973,75681,14
7887,1246591917,75890,14
7888,1246612679,76832,14
7889,1246567918,77265,14
7890,1246568061,77380,14
7891,1246578040,77773,14
7892,1246571871,78220,14
7893,1246568511,78240,14
7894,1246573628,78339,14
7895,1246571507,78426,14
7896,1246568480,78709,14
7897,1246594051,79305,14
7898,1246571220,80018,14
7899,1246588340,80640,14
7900,1246566462,82116,14
7901,1246608227,82598,14
7902,1246648221,82664,14
7903,1246567581,82704,14
7904,1246613952,83242,14
7905,1246571832,83358,14
7906,1246570136,83539,14
7907,1246563740,83820,14
7908,1246623447,84108,14
7909,1246568128,85031,14
7910,1246615641,85438,14
7911,1246568727,85563,14
7912,1246593362,85599,14
7913,1246596598,85653,14
7914,1246572043,86199,14
7915,1246567018,86416,14
7916,1246614479,87047,14
7917,1246570733,87412,14
7918,1246573455,88391,14
7919,1246570728,90125,14
7920,1246609272,90252,14
7921,1246568020,90755,14
7922,1246648327,91075,14
7923,1246570295,91554,14
7924,1246566083,91754,14
7925,1246586742,92709,14
7926,1246655473,93316,14
7927,1246568270,93874,14
7928,1246613431,93950,14
7929,1246577026,93962,14
7930,1246566337,94460,14
7931,1246575340,95610,14
7932,1246567950,95920,14
7933,1246579023,96168,14
7934,1246567426,96518,14
7935,1246571827,96820,14
7936,1246608513,97021,14
7937,1246568495,98550,14
7938,1246567222,98901,14
7939,1246569849,99170,14
7940,1246580018,99730,14
7941,1246568828,99757,14
7942,1246588996,100343,14
7943,1246598112,100554,14
7944,1246568771,100698,14
7945,1246606840,100834,14
7946,1246569456,101210,14
7947,1246608093,102139,14
7948,1246569304,102282,14
7949,1246570081,102349,14
7950,1246572962,102431,14
7951,1246587617,102791,14
7952,1246574887,102864,14
7953,1246649899,103116,14
7954,1246598451,103166,14
7955,1246573275,103784,14
7956,1246575390,105078,14
7957,1246568392,105150,14
7958,1246571088,105893,14
7959,1246727578,106339,14
7960,1246578834,106653,14
7961,1246570412,107290,14
7962,1246607898,107528,14
7963,1246567310,107645,14
7964,1246583507,107965,14
7965,1246568164,107998,14
7966,1246568701,108152,14
7967,1246611986,108325,14
7968,1246568080,108524,14
7969,1246623610,108611,14
7970,1246573996,109431,14
7971,1246598486,109792,14
7972,1246648145,110174,14
7973,1246586953,110426,14
7974,1246566887,111124,14
7975,1246625308,111285,14
7976,1246599051,111858,14
7977,1246605977,112506,14
7978,1246648085,112836,14
7979,1246567682,112948,14
7980,1246588438,113639,14
7981,1246609856,113647,14
7982,1246569058,113671,14
7983,1246569460,113882,14
7984,1246592449,113894,14
7985,1246567063,114161,14
7986,1246546024,114229,14
7987,1246583929,115291,14
7988,1246568318,115514,14
7989,1246604184,116838,14
7990,1246546341,117311,14
7991,1246567438,117565,14
7992,1246604835,117936,14
7993,1246615094,118165,14
7994,1246591956,118932,14
7995,1246572018,119434,14
7996,1246572869,119589,14
7997,1246675902,120151,14
7998,1246577558,120194,14
7999,1246567694,120615,14
8000,1246570063,120691,14
8001,1246607820,121047,14
8002,1246568965,121618,14
8003,1246691041,121850,14
8004,1246574186,121990,14
8005,1246551231,122474,14
8006,1246567477,122693,14
8007,1246568091,123495,14
8008,1246554246,124062,14
8009,1246566779,125219,14
8010,1246571855,125684,14
8011,1246566929,125827,14
8012,1246704995,126245,14
8013,1246626147,126502,14
8014,1246567955,127011,14
8015,1246567087,127114,14
8016,1246552394,127771,14
8017,1246570952,127953,14
8018,1246570872,128388,14
8019,1246573223,128649,14
8020,1246612335,128907,14
8021,1246599652,129317,14
8022,1246616382,129362,14
8023,1246572277,129511,14
8024,1246602032,130593,14
8025,1246568366,131532,14
8026,1246591028,132039,14
8027,1246570342,132239,14
8028,1246545450,133093,14
8029,1246624866,133195,14
8030,1246609381,133299,14
8031,1246568033,133651,14
8032,1246627460,134122,14
8033,1246600664,134291,14
8034,1246583547,135062,14
8035,1246576793,135932,14
8036,1246634357,136587,14
8037,1246573460,136609,14
8038,1246608087,136666,14
8039,1246545480,136919,14
8040,1246546428,136988,14
8041,1246568441,137585,14
8042,1246735898,137623,14
8043,1246616502,137724,14
8044,1246589552,137728,14
8045,1246605048,138724,14
8046,1246568882,138801,14
8047,1246621884,138945,14
8048,1246645156,138954,14
8049,1246570394,139601,14
8050,1246547057,139886,14
8051,1246650503,140041,14
8052,1246568309,140281,14
8053,1246583487,141168,14
8054,1246547200,141626,14
8055,1246574613,142304,14
8056,1246570165,142597,14
8057,1246605657,142665,14
8058,1246567720,143118,14
8059,1246568327,143399,14
8060,1246647936,144512,14
8061,1246568476,144542,14
8062,1246569111,144938,14
8063,1246567590,144986,14
8064,1246576458,145397,14
8065,1246568661,145549,14
8066,1246569719,145608,14
8067,1246576116,146899,14
8068,1246571236,148287,14
8069,1246594548,148361,14
8070,1246605779,148666,14
8071,1246580637,148945,14
8072,1246616851,149135,14
8073,1246606212,150554,14
8074,1246761952,151348,14
8075,1246572919,151356,14
8076,1246642256,151864,14
8077,1246573931,152187,14
8078,1246589774,152315,14
8079,1246571040,152685,14
8080,1246568570,152813,14
8081,1246578885,152844,14
8082,1246652401,153540,14
8083,1246570747,153656,14
8084,1246582337,154207,14
8085,1246615077,154339,14
8086,1246649741,154600,14
8087,1246572749,155063,14
8088,1246567854,155130,14
8089,1246576862,155301,14
8090,1246596997,155365,14
8091,1246573309,155572,14
8092,1246569750,155620,14
8093,1246573061,156708,14
8094,1246574327,156715,14
8095,1246568048,156752,14
8096,1246578439,157050,14
8097,1246610153,157341,14
8098,1246571659,157447,14
8099,1246620642,157775,14
8100,1246587317,158021,14
8101,1246550304,158320,14
8102,1246570689,160159,14
8103,1246624523,160878,14
8104,1246568580,161153,14
8105,1246567023,162555,14
8106,1246568273,163670,14
8107,1246578748,165337,14
8108,1246585136,167047,14
8109,1246566434,167539,14
8110,1246570970,167861,14
8111,1246547487,168293,14
8112,1246568409,168546,14
8113,1246591514,168920,14
8114,1246570007,169123,14
8115,1246586605,170286,14
8116,1246572626,170804,14
8117,1246607772,170995,14
8118,1246591447,171764,14
8119,1246573550,171929,14
8120,1246569828,172627,14
8121,1246571539,172943,14
8122,1246599022,173805,14
8123,1246597251,173979,14
8124,1246575335,174639,14
8125,1246584863,174659,14
8126,1246597661,174737,14
8127,1246622196,174805,14
8128,1246568706,175078,14
8129,1246581018,175937,14
8130,1246567055,176034,14
8131,1246576382,176211,14
8132,1246635720,177900,14
8133,1246583596,178844,14
8134,1246606604,179079,14
8135,1246594420,179737,14
8136,1246574525,179919,14
8137,1246592191,180066,14
8138,1246570417,180119,14
8139,1246607950,180467,14
8140,1246581190,180593,14
8141,1246568291,181136,14
8142,1246566645,181432,14
8143,1246607876,181593,14
8144,1246640378,181804,14
8145,1246566751,181824,14
8146,1246567269,182192,14
8147,1246583722,183142,14
8148,1246607029,183288,14
8149,1246607236,183759,14
8150,1246768710,184191,14
8151,1246570162,185793,14
8152,1246574401,186364,14
8153,1246546879,187620,14
8154,1246569307,187709,14
8155,1246569760,188612,14
8156,1246566652,188995,14
8157,1246570819,189154,14
8158,1246599417,189438,14
8159,1246700663,189873,14
8160,1246566706,190343,14
8161,1246567223,190669,14
8162,1246574294,191131,14
8163,1246549500,191622,14
8164,1246570744,191651,14
8165,1246601132,191904,14
8166,1246574820,192243,14
8167,1246567859,192345,14
8168,1246567554,192537,14
8169,1246566989,193063,14
8170,1246570305,193329,14
8171,1246621926,195553,14
8172,1246615325,196178,14
8173,1246569417,196241,14
8174,1246641300,196268,14
8175,1246600128,196286,14
8176,1246566901,196484,14
8177,1246658754,196733,14
8178,1246598131,197506,14
8179,1246545358,197766,14
8180,1246570509,197880,14
8181,1246571772,197927,14
8182,1246603083,198791,14
8183,1246605761,199362,14
8184,1246545366,199941,14
8185,1246639772,200102,14
8186,1246566907,200313,14
8187,1246568507,200317,14
8188,1246552455,200712,14
8189,1246568186,200848,14
8190,1246566742,200993,14
8191,1246570960,201707,14
8192,1246595827,202320,14
8193,1246606927,202389,14
8194,1246569307,202506,14
8195,1246576219,202769,14
8196,1246571256,203084,14
8197,1246603250,203924,14
8198,1246568035,204046,14
8199,1246572877,204220,14
8200,1246610411,204471,14
8201,1246578442,204600,14
8202,1246567502,204660,14
8203,1246582200,205151,14
8204,1246581942,205396,14
8205,1246575576,205725,14
8206,1246653752,205968,14
